Iteration,Energy,Positional_error,Obstacle_distance,Task success,RNS,HV,Parameters
116,33.08,0.16,0.56,1,1.0,0.91,"{'controller_frequency': 6.730063802056616, 'planner_patience': 3.221654121770496, 'controller_patience': 4.6693611997422995, 'conservative_reset_dist': 3.442172003050856, 'acc_lim_theta': 1.719728291517025, 'acc_lim_trans': 0.34052439713873267, 'acc_lim_x': 2.929675464278109, 'forward_point_distance': 0.5393178932438305, 'goal_distance_bias': 12.55351900882697, 'max_scaling_factor': 0.11543746870194853, 'max_vel_theta': 1.4298372384318614, 'max_vel_trans': 0.6739667018476265, 'max_vel_x': 0.5505839143240949, 'min_vel_theta': 1.5698803761996767, 'min_vel_trans': 0.14466459798647055, 'min_vel_x': -0.06885979893831132, 'occdist_scale': 0.23851612631895558, 'oscillation_reset_angle': 0.2994397530625652, 'path_distance_bias': 33.472242518977, 'scaling_speed': 0.33141126024273454, 'sim_granularity': 0.0415299102470381, 'sim_time': 0.6931142794598006, 'stop_time_buffer': 0.7658284352624644, 'theta_stopped_vel': 0.13272011364590866, 'trans_stopped_vel': 0.11413635909976602, 'vth_samples': 20, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 5.808298031300968, 'resolution': 0.03689526940021978, 'transform_tolerance': 1.3904295541271017, 'update_frequency': 5.316303782354487, 'cost_scaling_factor': 5.117594419198289, 'inflation_radius': 0.6873549595548123, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
117,33.04,0.16,0.4,1,1.0,0.91,"{'controller_frequency': 5.03601865679158, 'planner_patience': 3.684706750942637, 'controller_patience': 5.270631010801035, 'conservative_reset_dist': 3.001005853819953, 'acc_lim_theta': 1.9722247547974288, 'acc_lim_trans': 0.3288076330953703, 'acc_lim_x': 3.527923626982111, 'forward_point_distance': 0.6347822844047878, 'goal_distance_bias': 25.29582118006084, 'max_scaling_factor': 0.19800254354673663, 'max_vel_theta': 1.4389179362369988, 'max_vel_trans': 0.6115272995810594, 'max_vel_x': 0.5756941867387787, 'min_vel_theta': 1.5560189641513567, 'min_vel_trans': 0.18605286224803322, 'min_vel_x': -0.07209503726851785, 'occdist_scale': 0.3695681053884844, 'oscillation_reset_angle': 0.31670481735343947, 'path_distance_bias': 20.988433297808342, 'scaling_speed': 0.3082829657259153, 'sim_granularity': 0.023070121572463215, 'sim_time': 2.774583603879814, 'stop_time_buffer': 0.41808948358757236, 'theta_stopped_vel': 0.06403939572511315, 'trans_stopped_vel': 0.09972970160508024, 'vth_samples': 25, 'vx_samples': 8, 'vy_samples': 15, 'publish_frequency': 2.0175498807122683, 'resolution': 0.03070900436542471, 'transform_tolerance': 1.2233376988673148, 'update_frequency': 4.344581172239297, 'cost_scaling_factor': 2.7098565051593777, 'inflation_radius': 0.887823296980649, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
118,34.28,0.15,0.58,1,1.0,0.91,"{'controller_frequency': 6.201379466801882, 'planner_patience': 6.428408056497574, 'controller_patience': 6.175333693623543, 'conservative_reset_dist': 1.380063470453024, 'acc_lim_theta': 3.5257325477898123, 'acc_lim_trans': 0.4672870930284262, 'acc_lim_x': 2.143422644585371, 'forward_point_distance': 0.2583806634880602, 'goal_distance_bias': 34.52899339143187, 'max_scaling_factor': 0.21977943181991577, 'max_vel_theta': 1.0124258720315993, 'max_vel_trans': 0.657660226849839, 'max_vel_x': 0.6006960275117308, 'min_vel_theta': 2.6362580163404346, 'min_vel_trans': 0.18047616630792618, 'min_vel_x': -0.0016743170097470172, 'occdist_scale': 0.18711621882393958, 'oscillation_reset_angle': 0.3978790916502476, 'path_distance_bias': 11.012901440262794, 'scaling_speed': 0.20364571809768675, 'sim_granularity': 0.038374406257644295, 'sim_time': 3.382741080597043, 'stop_time_buffer': 0.47095867265015834, 'theta_stopped_vel': 0.100081945117563, 'trans_stopped_vel': 0.14022069685161115, 'vth_samples': 30, 'vx_samples': 8, 'vy_samples': 14, 'publish_frequency': 1.6747960904613137, 'resolution': 0.05703084413893521, 'transform_tolerance': 0.21898631993681195, 'update_frequency': 4.853885373100638, 'cost_scaling_factor': 4.5942069459706545, 'inflation_radius': 1.1546542938798665, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
119,31.0,0.16,0.56,1,1.0,0.91,"{'controller_frequency': 6.351597840522199, 'planner_patience': 3.228816849335119, 'controller_patience': 4.660663498773284, 'conservative_reset_dist': 3.3992294206967806, 'acc_lim_theta': 1.6755525825112394, 'acc_lim_trans': 0.3326834942515109, 'acc_lim_x': 2.923029214883897, 'forward_point_distance': 0.5376603666182272, 'goal_distance_bias': 12.076511790390231, 'max_scaling_factor': 0.11476880135275866, 'max_vel_theta': 1.4195752334007121, 'max_vel_trans': 0.5662517084375054, 'max_vel_x': 0.552628905739659, 'min_vel_theta': 1.5676544607997158, 'min_vel_trans': 0.14263441985598624, 'min_vel_x': -0.07155437466524914, 'occdist_scale': 0.23759942293502234, 'oscillation_reset_angle': 0.2973218389108857, 'path_distance_bias': 33.82689703398069, 'scaling_speed': 0.3447748072377531, 'sim_granularity': 0.041322082916615974, 'sim_time': 0.5, 'stop_time_buffer': 0.7669775353047764, 'theta_stopped_vel': 0.1337113900077973, 'trans_stopped_vel': 0.11527693751580803, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 5.983018815115787, 'resolution': 0.037064798720434694, 'transform_tolerance': 1.4151133144894488, 'update_frequency': 5.342895904675784, 'cost_scaling_factor': 5.214038774656911, 'inflation_radius': 0.6653871616291076, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
120,34.72,0.17,0.67,1,1.0,0.9,"{'controller_frequency': 5.101740728894381, 'planner_patience': 3.7360864850581783, 'controller_patience': 5.406396662770524, 'conservative_reset_dist': 3.1954271918259445, 'acc_lim_theta': 1.9221928311408096, 'acc_lim_trans': 0.3305495834134755, 'acc_lim_x': 3.6503249925182852, 'forward_point_distance': 0.656066246600126, 'goal_distance_bias': 27.447898054092498, 'max_scaling_factor': 0.19741231572209983, 'max_vel_theta': 1.5644912147652454, 'max_vel_trans': 0.5852218429208432, 'max_vel_x': 0.5865043487655179, 'min_vel_theta': 1.520351385438033, 'min_vel_trans': 0.19303356904162441, 'min_vel_x': -0.06731666915336207, 'occdist_scale': 0.3914165253029047, 'oscillation_reset_angle': 0.32108703157141405, 'path_distance_bias': 19.091589881847923, 'scaling_speed': 0.2848611420554685, 'sim_granularity': 0.022721245928700808, 'sim_time': 2.2298516921878577, 'stop_time_buffer': 0.299393284901623, 'theta_stopped_vel': 0.05415364946276128, 'trans_stopped_vel': 0.09994241776010918, 'vth_samples': 25, 'vx_samples': 7, 'vy_samples': 15, 'publish_frequency': 3.0398054806257178, 'resolution': 0.02668351688247903, 'transform_tolerance': 1.2190599263280406, 'update_frequency': 4.30133590723252, 'cost_scaling_factor': 2.8280758513799826, 'inflation_radius': 0.902787320896522, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
121,30.52,0.16,0.61,1,1.0,0.91,"{'controller_frequency': 5.152412723790425, 'planner_patience': 3.7592396208384633, 'controller_patience': 5.299752824826607, 'conservative_reset_dist': 3.2805525282481622, 'acc_lim_theta': 1.9302964500225115, 'acc_lim_trans': 0.32594782908881037, 'acc_lim_x': 3.4561533086656238, 'forward_point_distance': 0.647766184714036, 'goal_distance_bias': 26.223101513165446, 'max_scaling_factor': 0.20577077632322263, 'max_vel_theta': 1.4267706058461371, 'max_vel_trans': 0.6121087176094899, 'max_vel_x': 0.5852956208163147, 'min_vel_theta': 1.6152353051462534, 'min_vel_trans': 0.19569739238697514, 'min_vel_x': -0.17302949029464784, 'occdist_scale': 0.3640536771492981, 'oscillation_reset_angle': 0.3131278791427815, 'path_distance_bias': 20.731123171519855, 'scaling_speed': 0.2961417245615058, 'sim_granularity': 0.022968270615747726, 'sim_time': 2.6663007975102966, 'stop_time_buffer': 0.4026947598135592, 'theta_stopped_vel': 0.06328429280181298, 'trans_stopped_vel': 0.0970508106779577, 'vth_samples': 24, 'vx_samples': 6, 'vy_samples': 15, 'publish_frequency': 2.4129702472168026, 'resolution': 0.020365732458250647, 'transform_tolerance': 1.2211429647340746, 'update_frequency': 4.2422149631414445, 'cost_scaling_factor': 3.2717823400224453, 'inflation_radius': 0.9206066492413405, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
122,29.24,0.16,0.56,1,1.0,0.92,"{'controller_frequency': 6.6757614467658755, 'planner_patience': 3.1573941548862394, 'controller_patience': 4.65674221281396, 'conservative_reset_dist': 3.3487557318436196, 'acc_lim_theta': 1.6721206749326416, 'acc_lim_trans': 0.3784662301442575, 'acc_lim_x': 2.9213173310311875, 'forward_point_distance': 0.5382504642723395, 'goal_distance_bias': 12.14988946086686, 'max_scaling_factor': 0.11414989753732972, 'max_vel_theta': 1.3739911867026557, 'max_vel_trans': 0.6273471859377762, 'max_vel_x': 0.5542028237540803, 'min_vel_theta': 1.54628820970822, 'min_vel_trans': 0.14283851919071916, 'min_vel_x': -0.07168335899694434, 'occdist_scale': 0.23472400785365355, 'oscillation_reset_angle': 0.30682376027431735, 'path_distance_bias': 34.359812816110306, 'scaling_speed': 0.34116833367993993, 'sim_granularity': 0.0404356534948702, 'sim_time': 0.5, 'stop_time_buffer': 0.780905024071063, 'theta_stopped_vel': 0.13645608108238266, 'trans_stopped_vel': 0.11675994861016976, 'vth_samples': 20, 'vx_samples': 4, 'vy_samples': 12, 'publish_frequency': 5.8337995363380895, 'resolution': 0.03865649630725465, 'transform_tolerance': 1.4057817186040602, 'update_frequency': 5.425915067880143, 'cost_scaling_factor': 6.456638643117851, 'inflation_radius': 0.6926273743804751, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
123,36.24,0.17,0.66,1,1.0,0.9,"{'controller_frequency': 6.383836179117806, 'planner_patience': 6.187144906404679, 'controller_patience': 6.620684523428347, 'conservative_reset_dist': 2.2867008977769228, 'acc_lim_theta': 3.0552186697006927, 'acc_lim_trans': 0.43889600074619173, 'acc_lim_x': 3.6702206906163872, 'forward_point_distance': 0.399962606422002, 'goal_distance_bias': 34.294381189525616, 'max_scaling_factor': 0.13092611399963452, 'max_vel_theta': 1.0532506830366906, 'max_vel_trans': 0.6288796090891096, 'max_vel_x': 0.38171031005652367, 'min_vel_theta': 2.924039924373375, 'min_vel_trans': 0.1874650322615504, 'min_vel_x': -0.12546893413275353, 'occdist_scale': 0.3331794220829142, 'oscillation_reset_angle': 0.13346178398381844, 'path_distance_bias': 42.35434164129338, 'scaling_speed': 0.15, 'sim_granularity': 0.03287550454103345, 'sim_time': 0.8877023611670156, 'stop_time_buffer': 0.2602533970237746, 'theta_stopped_vel': 0.07488206398549425, 'trans_stopped_vel': 0.13365101929801182, 'vth_samples': 27, 'vx_samples': 5, 'vy_samples': 5, 'publish_frequency': 3.562729404089859, 'resolution': 0.0321864219684689, 'transform_tolerance': 1.6945365116547673, 'update_frequency': 2.4656713351247843, 'cost_scaling_factor': 17.05994254771445, 'inflation_radius': 1.414045214376343, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
124,30.08,0.18,0.61,1,1.0,0.91,"{'controller_frequency': 4.89452419513407, 'planner_patience': 3.734584088753529, 'controller_patience': 5.3506210251320745, 'conservative_reset_dist': 2.9258751570958745, 'acc_lim_theta': 1.9288972247289486, 'acc_lim_trans': 0.3164515742418509, 'acc_lim_x': 3.5013999623734815, 'forward_point_distance': 0.6449750941018098, 'goal_distance_bias': 26.232742613810426, 'max_scaling_factor': 0.21134421711208853, 'max_vel_theta': 1.53744456136574, 'max_vel_trans': 0.5674760489148274, 'max_vel_x': 0.5867980690594896, 'min_vel_theta': 1.6142010283177233, 'min_vel_trans': 0.1927683342148106, 'min_vel_x': -0.18094548951605818, 'occdist_scale': 0.3647473530339085, 'oscillation_reset_angle': 0.3169965805580207, 'path_distance_bias': 20.29855843992534, 'scaling_speed': 0.32216782052935566, 'sim_granularity': 0.023348716062213722, 'sim_time': 2.7630569836443706, 'stop_time_buffer': 0.41763570413704154, 'theta_stopped_vel': 0.06173348408494386, 'trans_stopped_vel': 0.09900055432750605, 'vth_samples': 23, 'vx_samples': 7, 'vy_samples': 14, 'publish_frequency': 2.5395118289027914, 'resolution': 0.026085546475147894, 'transform_tolerance': 1.2187427127424784, 'update_frequency': 4.271352886430662, 'cost_scaling_factor': 2.448463200420508, 'inflation_radius': 0.9081080739993488, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
125,33.28,0.18,0.61,1,1.0,0.91,"{'controller_frequency': 6.850729914851144, 'planner_patience': 3.144186632351916, 'controller_patience': 4.652988147967778, 'conservative_reset_dist': 3.3806229117710553, 'acc_lim_theta': 1.6620271777802638, 'acc_lim_trans': 0.29002447339997744, 'acc_lim_x': 2.9045559208993796, 'forward_point_distance': 0.5358367988011113, 'goal_distance_bias': 12.069179557896156, 'max_scaling_factor': 0.11405431827250868, 'max_vel_theta': 1.445078374761796, 'max_vel_trans': 0.636423171683255, 'max_vel_x': 0.5551809930240565, 'min_vel_theta': 1.551136693934399, 'min_vel_trans': 0.14410505526804426, 'min_vel_x': -0.06797167510165206, 'occdist_scale': 0.23491222218051944, 'oscillation_reset_angle': 0.30648424747884984, 'path_distance_bias': 34.26464142028894, 'scaling_speed': 0.3418769480675635, 'sim_granularity': 0.04000493057301975, 'sim_time': 0.5, 'stop_time_buffer': 0.7730685376517942, 'theta_stopped_vel': 0.13626986672876618, 'trans_stopped_vel': 0.11697163585288133, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 5.706110470739073, 'resolution': 0.03863799465819987, 'transform_tolerance': 1.4137255357786793, 'update_frequency': 5.408500004180286, 'cost_scaling_factor': 6.5409280134494345, 'inflation_radius': 0.7001834144434115, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
126,108.16,0.76,0.4,0,0.6,0.69,"{'controller_frequency': 5.834847841411829, 'planner_patience': 5.639427483081818, 'controller_patience': 3.275582980364561, 'conservative_reset_dist': 3.8558149822056293, 'acc_lim_theta': 3.479469483718276, 'acc_lim_trans': 0.3345815263688564, 'acc_lim_x': 1.0960586033761501, 'forward_point_distance': 0.3048178585246205, 'goal_distance_bias': 6.843787115067244, 'max_scaling_factor': 0.4066910490393639, 'max_vel_theta': 0.7324284608475864, 'max_vel_trans': 0.4683477893471718, 'max_vel_x': 0.5593696959782392, 'min_vel_theta': 2.096736283041537, 'min_vel_trans': 0.1223191854543984, 'min_vel_x': -0.2953005163930356, 'occdist_scale': 0.4626982757356018, 'oscillation_reset_angle': 0.3725561644881964, 'path_distance_bias': 44.637233912944794, 'scaling_speed': 0.349197225831449, 'sim_granularity': 0.04470750197768211, 'sim_time': 0.8175224596634507, 'stop_time_buffer': 0.24089172836393116, 'theta_stopped_vel': 0.1337905818596482, 'trans_stopped_vel': 0.0865221155807376, 'vth_samples': 10, 'vx_samples': 3, 'vy_samples': 9, 'publish_frequency': 3.639050339348614, 'resolution': 0.11310386558063329, 'transform_tolerance': 1.3880401998758316, 'update_frequency': 3.6766236685216427, 'cost_scaling_factor': 19.72516914922744, 'inflation_radius': 0.7542135078459977, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
127,29.0,0.16,0.55,1,1.0,0.92,"{'controller_frequency': 6.551941408141792, 'planner_patience': 3.2419646815564875, 'controller_patience': 4.703831695046029, 'conservative_reset_dist': 3.423583610320887, 'acc_lim_theta': 1.769595114354166, 'acc_lim_trans': 0.34755908910188876, 'acc_lim_x': 3.020041635403265, 'forward_point_distance': 0.5540228759287743, 'goal_distance_bias': 13.548791419953325, 'max_scaling_factor': 0.11359459005589476, 'max_vel_theta': 1.4270254240477966, 'max_vel_trans': 0.633435955936395, 'max_vel_x': 0.5476557628751556, 'min_vel_theta': 1.5111171543058886, 'min_vel_trans': 0.14076927850091772, 'min_vel_x': -0.07317166960124435, 'occdist_scale': 0.23738003761487414, 'oscillation_reset_angle': 0.30777456589585306, 'path_distance_bias': 33.96181444717795, 'scaling_speed': 0.34265011882032315, 'sim_granularity': 0.04073324686347719, 'sim_time': 0.5, 'stop_time_buffer': 0.7578716218123325, 'theta_stopped_vel': 0.13555917222245412, 'trans_stopped_vel': 0.11297552625311967, 'vth_samples': 19, 'vx_samples': 4, 'vy_samples': 12, 'publish_frequency': 5.904146132352768, 'resolution': 0.037543030281409415, 'transform_tolerance': 1.3422672476148505, 'update_frequency': 5.429558008227471, 'cost_scaling_factor': 3.4092925337629962, 'inflation_radius': 0.6768067796355939, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
128,30.76,0.53,0.73,0,0.8,0.89,"{'controller_frequency': 5.100594888156092, 'planner_patience': 3.7801116189935815, 'controller_patience': 5.38472799670311, 'conservative_reset_dist': 2.8760680554727, 'acc_lim_theta': 1.8898603100808726, 'acc_lim_trans': 0.32558159910857964, 'acc_lim_x': 3.5069690429383513, 'forward_point_distance': 0.647173960421374, 'goal_distance_bias': 26.61334805433762, 'max_scaling_factor': 0.2071382637246579, 'max_vel_theta': 1.576384617590777, 'max_vel_trans': 0.6418413885813208, 'max_vel_x': 0.5899028897726168, 'min_vel_theta': 1.598000475568667, 'min_vel_trans': 0.1961002749873647, 'min_vel_x': -0.04334287322550873, 'occdist_scale': 0.3807234886791565, 'oscillation_reset_angle': 0.31070098969561266, 'path_distance_bias': 20.743072748844256, 'scaling_speed': 0.282222729595085, 'sim_granularity': 0.02293855814330037, 'sim_time': 2.5960406974107753, 'stop_time_buffer': 0.32059640992085736, 'theta_stopped_vel': 0.05869024723981776, 'trans_stopped_vel': 0.09719019295966433, 'vth_samples': 26, 'vx_samples': 6, 'vy_samples': 15, 'publish_frequency': 2.369913382416584, 'resolution': 0.023377322228012275, 'transform_tolerance': 1.2195829389062365, 'update_frequency': 4.241913722641628, 'cost_scaling_factor': 2.023139567275389, 'inflation_radius': 0.929489492325738, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
129,31.36,0.16,0.4,1,1.0,0.91,"{'controller_frequency': 4.92862274020982, 'planner_patience': 3.742011641419579, 'controller_patience': 5.428890482654044, 'conservative_reset_dist': 3.222077348849617, 'acc_lim_theta': 1.8872886382063219, 'acc_lim_trans': 0.34093876873758805, 'acc_lim_x': 3.5689787628599445, 'forward_point_distance': 0.654132171479355, 'goal_distance_bias': 27.107239336433857, 'max_scaling_factor': 0.20438668527368908, 'max_vel_theta': 1.3660237601144776, 'max_vel_trans': 0.6026693510296997, 'max_vel_x': 0.5921124414353809, 'min_vel_theta': 1.5822337938883702, 'min_vel_trans': 0.19453752867304444, 'min_vel_x': -0.15723337834938453, 'occdist_scale': 0.38328396336071013, 'oscillation_reset_angle': 0.3160463901235487, 'path_distance_bias': 19.904800639137193, 'scaling_speed': 0.31841429547695194, 'sim_granularity': 0.02068121683125761, 'sim_time': 2.711158364819602, 'stop_time_buffer': 0.41550516087131617, 'theta_stopped_vel': 0.05759292956573496, 'trans_stopped_vel': 0.09883873849883953, 'vth_samples': 24, 'vx_samples': 7, 'vy_samples': 14, 'publish_frequency': 2.9552684698449325, 'resolution': 0.024769775442849414, 'transform_tolerance': 1.2073522436083584, 'update_frequency': 4.272849248984096, 'cost_scaling_factor': 1.9564114769670877, 'inflation_radius': 0.9163469850892336, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
130,32.0,0.17,0.4,1,1.0,0.91,"{'controller_frequency': 5.0013032599403076, 'planner_patience': 3.76535107770758, 'controller_patience': 5.349383195045032, 'conservative_reset_dist': 3.0779630983366166, 'acc_lim_theta': 1.9262299078354164, 'acc_lim_trans': 0.3158800854721071, 'acc_lim_x': 3.4555537736375537, 'forward_point_distance': 0.640237089394772, 'goal_distance_bias': 25.868717602978414, 'max_scaling_factor': 0.21673271957187137, 'max_vel_theta': 1.4158494016337313, 'max_vel_trans': 0.5904512430339997, 'max_vel_x': 0.5867667717968204, 'min_vel_theta': 1.641780200972318, 'min_vel_trans': 0.19383983580052128, 'min_vel_x': -0.0963443165704278, 'occdist_scale': 0.36174243649751453, 'oscillation_reset_angle': 0.3128407797177818, 'path_distance_bias': 20.75936768025963, 'scaling_speed': 0.31769654329511643, 'sim_granularity': 0.023106540261835357, 'sim_time': 2.629926403043521, 'stop_time_buffer': 0.42055539344445547, 'theta_stopped_vel': 0.0613978106546757, 'trans_stopped_vel': 0.09766421230275416, 'vth_samples': 23, 'vx_samples': 7, 'vy_samples': 14, 'publish_frequency': 2.248994118227263, 'resolution': 0.024597493898601826, 'transform_tolerance': 1.2191793303923348, 'update_frequency': 4.2439147720062795, 'cost_scaling_factor': 1.8482528076454035, 'inflation_radius': 0.920851920823144, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
131,32.68,0.16,0.64,1,1.0,0.91,"{'controller_frequency': 5.095609990945464, 'planner_patience': 3.6504186456603267, 'controller_patience': 5.427309935931674, 'conservative_reset_dist': 3.2377746195424733, 'acc_lim_theta': 1.9015158332309028, 'acc_lim_trans': 0.3213216096391547, 'acc_lim_x': 3.5952256232388886, 'forward_point_distance': 0.6531027059172922, 'goal_distance_bias': 26.614422562087267, 'max_scaling_factor': 0.19282192988854463, 'max_vel_theta': 1.4265834428983308, 'max_vel_trans': 0.6097373913111139, 'max_vel_x': 0.586426984004319, 'min_vel_theta': 1.5324862387844307, 'min_vel_trans': 0.18685753684809292, 'min_vel_x': -0.14576037430956373, 'occdist_scale': 0.3807785782082892, 'oscillation_reset_angle': 0.318626888863282, 'path_distance_bias': 19.973028495709958, 'scaling_speed': 0.30215396838197417, 'sim_granularity': 0.022456077125042814, 'sim_time': 2.483648302332921, 'stop_time_buffer': 0.37378177660799317, 'theta_stopped_vel': 0.06023854651363337, 'trans_stopped_vel': 0.10089821791649467, 'vth_samples': 25, 'vx_samples': 7, 'vy_samples': 15, 'publish_frequency': 3.0387796727599343, 'resolution': 0.029162200390000198, 'transform_tolerance': 1.1804008666136294, 'update_frequency': 4.369241436710048, 'cost_scaling_factor': 2.1470733984813504, 'inflation_radius': 0.8871249682227176, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
