Iteration,Energy,Positional_error,Obstacle_distance,Task success,RNS,HV,Parameters
107,119.12,0.8,0.65,0,0.6,0.66,"{'controller_frequency': 4.6160291619598866, 'planner_patience': 4.634575430303812, 'controller_patience': 3.185693010687828, 'conservative_reset_dist': 2.7211912758648396, 'acc_lim_theta': 2.71605167305097, 'acc_lim_trans': 0.3892456281930209, 'acc_lim_x': 4.005667380988598, 'forward_point_distance': 0.5947296092286706, 'goal_distance_bias': 6.460485253483057, 'max_scaling_factor': 0.4046172261238098, 'max_vel_theta': 1.1486568367108703, 'max_vel_trans': 0.6271972684655338, 'max_vel_x': 0.4360418461728841, 'min_vel_theta': 1.7958696819841862, 'min_vel_trans': 0.1756645543500781, 'min_vel_x': -0.23877912294119596, 'occdist_scale': 0.4885366598609835, 'oscillation_reset_angle': 0.28294730596244333, 'path_distance_bias': 21.470251083374023, 'scaling_speed': 0.19665679838508365, 'sim_granularity': 0.03299704042263329, 'sim_time': 3.3482078155502677, 'stop_time_buffer': 0.6183273216709494, 'theta_stopped_vel': 0.13194094682112334, 'trans_stopped_vel': 0.09406496929004787, 'vth_samples': 15, 'vx_samples': 9, 'vy_samples': 0, 'publish_frequency': 3.3624505707994103, 'resolution': 0.02478427360765636, 'transform_tolerance': 1.806210437230766, 'update_frequency': 5.974867412820458, 'cost_scaling_factor': 19.792731911875308, 'inflation_radius': 0.555570925399661, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
108,72.04,1.44,0.91,0,0.6,0.74,"{'controller_frequency': 6.277360513806343, 'planner_patience': 6.888049095869064, 'controller_patience': 4.311164531856775, 'conservative_reset_dist': 1.3659012541174889, 'acc_lim_theta': 4.2302045523189005, 'acc_lim_trans': 0.1006899405270815, 'acc_lim_x': 4.793317805975676, 'forward_point_distance': 0.437099764496088, 'goal_distance_bias': 15.35037259105593, 'max_scaling_factor': 0.40888204313814647, 'max_vel_theta': 1.395227029453963, 'max_vel_trans': 0.5584570433478803, 'max_vel_x': 0.5353352650534362, 'min_vel_theta': 1.8800635593943298, 'min_vel_trans': 0.14779187459498644, 'min_vel_x': -0.15184913529083133, 'occdist_scale': 0.2522995489649475, 'oscillation_reset_angle': 0.3722136866301299, 'path_distance_bias': 35.27135323733091, 'scaling_speed': 0.24494315087795254, 'sim_granularity': 0.038518017567694185, 'sim_time': 1.4348247423768044, 'stop_time_buffer': 0.4541035508736969, 'theta_stopped_vel': 0.09111554203554988, 'trans_stopped_vel': 0.06996902711689472, 'vth_samples': 18, 'vx_samples': 10, 'vy_samples': 13, 'publish_frequency': 2.8777391826733947, 'resolution': 0.05363821578212083, 'transform_tolerance': 0.9160937303677201, 'update_frequency': 3.2590641723945737, 'cost_scaling_factor': 8.408809341490269, 'inflation_radius': 0.5096088856458664, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
109,106.32,0.18,0.4,1,1,0.73,"{'controller_frequency': 5.011979315429926, 'planner_patience': 5.3204803802073, 'controller_patience': 3.5176713429391384, 'conservative_reset_dist': 2.9467210173606873, 'acc_lim_theta': 2.52655494119972, 'acc_lim_trans': 0.2500714968889952, 'acc_lim_x': 3.118044514209032, 'forward_point_distance': 0.31507578762248156, 'goal_distance_bias': 18.578986655920744, 'max_scaling_factor': 0.3739207532256842, 'max_vel_theta': 1.5567064825445414, 'max_vel_trans': 0.6231240419670939, 'max_vel_x': 0.42799003114923834, 'min_vel_theta': 1.8782862816005945, 'min_vel_trans': 0.15858036456629634, 'min_vel_x': -0.26652350155636667, 'occdist_scale': 0.25059006065130235, 'oscillation_reset_angle': 0.24160478301346303, 'path_distance_bias': 40.86764242500067, 'scaling_speed': 0.26331848949193953, 'sim_granularity': 0.03712514217942953, 'sim_time': 1.6546766143292189, 'stop_time_buffer': 0.9894530333578586, 'theta_stopped_vel': 0.0856825465336442, 'trans_stopped_vel': 0.07156495926901699, 'vth_samples': 12, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.2580244662240148, 'resolution': 0.08532173171639443, 'transform_tolerance': 0.5826875591650605, 'update_frequency': 1.6127222534269094, 'cost_scaling_factor': 7.896670249290764, 'inflation_radius': 1.4550284631550312, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
110,32.08,0.58,0.92,0,0.8,0.88,"{'controller_frequency': 5.0073955137474595, 'planner_patience': 6.253763907822739, 'controller_patience': 5.8341000424301255, 'conservative_reset_dist': 1.475810643038415, 'acc_lim_theta': 3.201749538886337, 'acc_lim_trans': 0.22365983270351264, 'acc_lim_x': 3.2017667630562094, 'forward_point_distance': 0.6066945601692645, 'goal_distance_bias': 34.71125492842245, 'max_scaling_factor': 0.24730386491038706, 'max_vel_theta': 1.7508409288093205, 'max_vel_trans': 0.5145972890912168, 'max_vel_x': 0.4415535812285407, 'min_vel_theta': 1.736275788178043, 'min_vel_trans': 0.18091985790408516, 'min_vel_x': -0.05647103362323236, 'occdist_scale': 0.2974815962694066, 'oscillation_reset_angle': 0.2571540922329807, 'path_distance_bias': 35.30308686661799, 'scaling_speed': 0.2945658166792239, 'sim_granularity': 0.028796256342835176, 'sim_time': 2.296021882632351, 'stop_time_buffer': 0.9616249214403759, 'theta_stopped_vel': 0.11201350546954067, 'trans_stopped_vel': 0.07135456925245118, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 2.659301975343309, 'resolution': 0.04396072452011363, 'transform_tolerance': 0.6048997088920365, 'update_frequency': 2.2098058340891096, 'cost_scaling_factor': 3.6355893328367324, 'inflation_radius': 1.1634262447968984, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
111,38.08,0.54,0.82,0,0.8,0.87,"{'controller_frequency': 5.0314995474583455, 'planner_patience': 6.460444780039213, 'controller_patience': 5.964767433076709, 'conservative_reset_dist': 1.4020765625336822, 'acc_lim_theta': 2.687557586585193, 'acc_lim_trans': 0.2192136766206727, 'acc_lim_x': 3.4834128378156657, 'forward_point_distance': 0.6209217119538857, 'goal_distance_bias': 34.19208706500483, 'max_scaling_factor': 0.25946158821432186, 'max_vel_theta': 1.84983335534096, 'max_vel_trans': 0.4920369395548315, 'max_vel_x': 0.5084539808327597, 'min_vel_theta': 1.9106767869264498, 'min_vel_trans': 0.18421665575654522, 'min_vel_x': -0.05438688746340861, 'occdist_scale': 0.30140507610860096, 'oscillation_reset_angle': 0.27856094421185545, 'path_distance_bias': 35.33422508586035, 'scaling_speed': 0.289865065197439, 'sim_granularity': 0.029238059172471124, 'sim_time': 2.0558751552439682, 'stop_time_buffer': 0.9931655085051865, 'theta_stopped_vel': 0.11533719066159845, 'trans_stopped_vel': 0.06080847508012954, 'vth_samples': 22, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 2.7727618280699398, 'resolution': 0.04130005216108741, 'transform_tolerance': 0.6747835969742777, 'update_frequency': 2.4972630345851763, 'cost_scaling_factor': 3.314017610420866, 'inflation_radius': 1.0926673447818307, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
112,34.72,0.16,0.6,1,1,0.9,"{'controller_frequency': 5.060279731563505, 'planner_patience': 6.617983487001803, 'controller_patience': 5.950537982897263, 'conservative_reset_dist': 1.8116708285790697, 'acc_lim_theta': 3.128571691268278, 'acc_lim_trans': 0.22252265342002872, 'acc_lim_x': 3.0697269016404136, 'forward_point_distance': 0.5975227834498127, 'goal_distance_bias': 31.988628405251827, 'max_scaling_factor': 0.2578476304131556, 'max_vel_theta': 1.7352823260183214, 'max_vel_trans': 0.526491723681725, 'max_vel_x': 0.486295240360404, 'min_vel_theta': 1.80034541700176, 'min_vel_trans': 0.18316707172312008, 'min_vel_x': -0.060631048856814806, 'occdist_scale': 0.24589806888641852, 'oscillation_reset_angle': 0.2369072827756876, 'path_distance_bias': 37.33154267116139, 'scaling_speed': 0.28900429794365645, 'sim_granularity': 0.02901468954177091, 'sim_time': 2.0016586968717807, 'stop_time_buffer': 1.057126382838245, 'theta_stopped_vel': 0.10506505318959325, 'trans_stopped_vel': 0.05939961092429595, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.7307019784585127, 'resolution': 0.03812322717342878, 'transform_tolerance': 0.7707511716617494, 'update_frequency': 2.2249043124889023, 'cost_scaling_factor': 2.5518286576476656, 'inflation_radius': 1.2139061612069195, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
113,36.96,0.17,0.67,1,1,0.9,"{'controller_frequency': 5.070234024860403, 'planner_patience': 6.754941340519912, 'controller_patience': 5.828317676778001, 'conservative_reset_dist': 1.5830624213935898, 'acc_lim_theta': 3.1207497763877807, 'acc_lim_trans': 0.21055475604371585, 'acc_lim_x': 3.14104183611839, 'forward_point_distance': 0.616132239509286, 'goal_distance_bias': 33.96525206570169, 'max_scaling_factor': 0.24453407568082774, 'max_vel_theta': 1.773400067590085, 'max_vel_trans': 0.5254683839290215, 'max_vel_x': 0.4697061272734276, 'min_vel_theta': 1.8498377291345025, 'min_vel_trans': 0.186203158756868, 'min_vel_x': -0.05824390309711033, 'occdist_scale': 0.281434988724285, 'oscillation_reset_angle': 0.27392993070607097, 'path_distance_bias': 34.25200573912774, 'scaling_speed': 0.277518557982231, 'sim_granularity': 0.028938985898146048, 'sim_time': 1.9829942240685463, 'stop_time_buffer': 1.1200770889108709, 'theta_stopped_vel': 0.11164470213117587, 'trans_stopped_vel': 0.06687601966992263, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.5117823855944774, 'resolution': 0.04005963183288689, 'transform_tolerance': 0.8172209509493391, 'update_frequency': 2.40694483893643, 'cost_scaling_factor': 3.2918374698460973, 'inflation_radius': 1.2147155101134872, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
114,44.04,0.16,0.59,1,1,0.88,"{'controller_frequency': 5.016965244856355, 'planner_patience': 6.45575872084593, 'controller_patience': 5.765277687347417, 'conservative_reset_dist': 1.3806546543962595, 'acc_lim_theta': 3.0591489266785596, 'acc_lim_trans': 0.19315231851705816, 'acc_lim_x': 3.014604828805767, 'forward_point_distance': 0.5882319387096733, 'goal_distance_bias': 32.194971272787825, 'max_scaling_factor': 0.25414385638951165, 'max_vel_theta': 1.7912396237924615, 'max_vel_trans': 0.4937280012438656, 'max_vel_x': 0.49405034995725217, 'min_vel_theta': 1.8027026939825905, 'min_vel_trans': 0.18322803874354615, 'min_vel_x': -0.06572284077179313, 'occdist_scale': 0.28424375178088135, 'oscillation_reset_angle': 0.2515300101902555, 'path_distance_bias': 38.08439522634878, 'scaling_speed': 0.29576887107257155, 'sim_granularity': 0.028596146030129665, 'sim_time': 1.9846443224689552, 'stop_time_buffer': 1.062797739593802, 'theta_stopped_vel': 0.11100835030189632, 'trans_stopped_vel': 0.06280737788555496, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.6419375468548476, 'resolution': 0.03696029186445685, 'transform_tolerance': 0.6827578088783776, 'update_frequency': 2.0827102954215766, 'cost_scaling_factor': 3.6218177246982624, 'inflation_radius': 1.168932352754831, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
115,36.72,0.15,0.4,1,1,0.9,"{'controller_frequency': 5.04261814965419, 'planner_patience': 6.4529775502122995, 'controller_patience': 6.047087630632306, 'conservative_reset_dist': 1.8921214306939096, 'acc_lim_theta': 3.0388792300129372, 'acc_lim_trans': 0.24859712569399778, 'acc_lim_x': 3.283842793004272, 'forward_point_distance': 0.6191154005836383, 'goal_distance_bias': 34.53869923631669, 'max_scaling_factor': 0.2476153912083406, 'max_vel_theta': 1.7625396156450137, 'max_vel_trans': 0.5112600567684313, 'max_vel_x': 0.4846510122924948, 'min_vel_theta': 1.8694276082911008, 'min_vel_trans': 0.18285813908167625, 'min_vel_x': -0.0642461136780314, 'occdist_scale': 0.2645633569906093, 'oscillation_reset_angle': 0.2501263508524121, 'path_distance_bias': 35.54839676483319, 'scaling_speed': 0.2883515485649325, 'sim_granularity': 0.028800685560283826, 'sim_time': 2.2161409753346044, 'stop_time_buffer': 1.0027850104026763, 'theta_stopped_vel': 0.10814711821498676, 'trans_stopped_vel': 0.06485217108658313, 'vth_samples': 22, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.888543471816349, 'resolution': 0.04086125471296767, 'transform_tolerance': 0.7754890541865935, 'update_frequency': 2.5576453322302237, 'cost_scaling_factor': 3.102097602785199, 'inflation_radius': 1.2160231274632127, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
116,36.16,0.15,0.63,1,1,0.9,"{'controller_frequency': 5.061193896347432, 'planner_patience': 6.569575976715093, 'controller_patience': 5.750160973715758, 'conservative_reset_dist': 1.785244561468045, 'acc_lim_theta': 2.8301352183328174, 'acc_lim_trans': 0.19562211156935166, 'acc_lim_x': 3.4899113138258318, 'forward_point_distance': 0.5951809716609967, 'goal_distance_bias': 35.100939033984695, 'max_scaling_factor': 0.24733843986703552, 'max_vel_theta': 1.750996887726732, 'max_vel_trans': 0.5410508753007233, 'max_vel_x': 0.46612432652246527, 'min_vel_theta': 1.807082494230936, 'min_vel_trans': 0.18229808423689606, 'min_vel_x': -0.06158465607061703, 'occdist_scale': 0.26276979328932953, 'oscillation_reset_angle': 0.2507685638230285, 'path_distance_bias': 38.3343615017277, 'scaling_speed': 0.2811095086803056, 'sim_granularity': 0.02907780278717465, 'sim_time': 2.206913268289147, 'stop_time_buffer': 1.0247610419424273, 'theta_stopped_vel': 0.1070418816039922, 'trans_stopped_vel': 0.06307301852701552, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.766147475223238, 'resolution': 0.03899468184330916, 'transform_tolerance': 0.6880017330026914, 'update_frequency': 2.2680487693959996, 'cost_scaling_factor': 2.6193315617413258, 'inflation_radius': 1.1802276625034096, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
117,34.32,0.17,0.63,1,1,0.9,"{'controller_frequency': 5.047942818250027, 'planner_patience': 6.312634191808659, 'controller_patience': 6.064573469063075, 'conservative_reset_dist': 1.7542802128054638, 'acc_lim_theta': 2.974023413685515, 'acc_lim_trans': 0.20128827774544258, 'acc_lim_x': 3.2292899527448355, 'forward_point_distance': 0.5908753685070841, 'goal_distance_bias': 33.26282000313995, 'max_scaling_factor': 0.22852509353780281, 'max_vel_theta': 1.741939367642265, 'max_vel_trans': 0.520696938743347, 'max_vel_x': 0.48019077151951894, 'min_vel_theta': 1.8298366920284697, 'min_vel_trans': 0.1813363806418553, 'min_vel_x': -0.062011071748537844, 'occdist_scale': 0.26907016859506466, 'oscillation_reset_angle': 0.27652298788286067, 'path_distance_bias': 35.02451404831696, 'scaling_speed': 0.2964447077957445, 'sim_granularity': 0.029130136356647136, 'sim_time': 1.9966508768531839, 'stop_time_buffer': 1.0134263022522005, 'theta_stopped_vel': 0.11094705140448075, 'trans_stopped_vel': 0.06456997998705274, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 2.956934978425952, 'resolution': 0.04185971929701676, 'transform_tolerance': 0.6854871502239226, 'update_frequency': 2.4858014781238484, 'cost_scaling_factor': 1.4424282038541887, 'inflation_radius': 1.2824537988660318, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
118,64.48,0.18,0.57,1,1,0.83,"{'controller_frequency': 6.116757612675428, 'planner_patience': 4.561380211263895, 'controller_patience': 5.3442408591508865, 'conservative_reset_dist': 4.04786141961813, 'acc_lim_theta': 2.6872129729017615, 'acc_lim_trans': 0.2972603540867567, 'acc_lim_x': 2.972436558455229, 'forward_point_distance': 0.6057473666965961, 'goal_distance_bias': 36.36753801256418, 'max_scaling_factor': 0.15943288803100586, 'max_vel_theta': 1.1801580069586635, 'max_vel_trans': 0.3233698717318475, 'max_vel_x': 0.3349582254420966, 'min_vel_theta': 1.523404487874359, 'min_vel_trans': 0.19440951850265265, 'min_vel_x': -0.05022238763049244, 'occdist_scale': 0.2684686613734812, 'oscillation_reset_angle': 0.1499232802540064, 'path_distance_bias': 33.89580588787794, 'scaling_speed': 0.22527883555740116, 'sim_granularity': 0.04062903712503612, 'sim_time': 0.7746403301134706, 'stop_time_buffer': 0.5970962444320321, 'theta_stopped_vel': 0.12101804548874497, 'trans_stopped_vel': 0.14298944817855952, 'vth_samples': 10, 'vx_samples': 4, 'vy_samples': 2, 'publish_frequency': 5.834771999157965, 'resolution': 0.09672720762901009, 'transform_tolerance': 0.6825723707675935, 'update_frequency': 5.781552450731397, 'cost_scaling_factor': 17.74798613600433, 'inflation_radius': 0.3607351575046778, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
119,35.08,0.17,0.59,1,1,0.9,"{'controller_frequency': 5.081620222264416, 'planner_patience': 6.722454067334063, 'controller_patience': 6.344290903620621, 'conservative_reset_dist': 1.7473963322117478, 'acc_lim_theta': 2.975035482433869, 'acc_lim_trans': 0.21881918185011812, 'acc_lim_x': 3.2827211054561354, 'forward_point_distance': 0.5414389203597612, 'goal_distance_bias': 35.019738120675314, 'max_scaling_factor': 0.2503511069454136, 'max_vel_theta': 1.723323785884547, 'max_vel_trans': 0.5330241303473761, 'max_vel_x': 0.4830695833925117, 'min_vel_theta': 1.8315299486136105, 'min_vel_trans': 0.18044517501576457, 'min_vel_x': -0.06399658299928127, 'occdist_scale': 0.26007804244773863, 'oscillation_reset_angle': 0.27002672859580046, 'path_distance_bias': 35.40058407546027, 'scaling_speed': 0.30246979642715843, 'sim_granularity': 0.02923902958549384, 'sim_time': 2.1592537791276403, 'stop_time_buffer': 1.0506127561822454, 'theta_stopped_vel': 0.11102803686912369, 'trans_stopped_vel': 0.0662891099927207, 'vth_samples': 20, 'vx_samples': 4, 'vy_samples': 10, 'publish_frequency': 2.7171097546803096, 'resolution': 0.041568241986746864, 'transform_tolerance': 0.7922917101839428, 'update_frequency': 2.234798047347718, 'cost_scaling_factor': 3.8748977239859985, 'inflation_radius': 1.1236230962769282, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
120,35.4,0.17,0.4,1,1,0.9,"{'controller_frequency': 5.050005078847513, 'planner_patience': 6.361240870757435, 'controller_patience': 6.113281385476279, 'conservative_reset_dist': 1.7893006998128032, 'acc_lim_theta': 2.9401538470581476, 'acc_lim_trans': 0.20742761089280964, 'acc_lim_x': 3.033974243523282, 'forward_point_distance': 0.6103595936962094, 'goal_distance_bias': 33.44157519020207, 'max_scaling_factor': 0.25353813757668336, 'max_vel_theta': 1.7944612739952386, 'max_vel_trans': 0.549265513200962, 'max_vel_x': 0.48185988582439265, 'min_vel_theta': 1.785149202221144, 'min_vel_trans': 0.18144730446824556, 'min_vel_x': -0.06740330322067961, 'occdist_scale': 0.2787180006665422, 'oscillation_reset_angle': 0.2742794565573503, 'path_distance_bias': 36.2493405458673, 'scaling_speed': 0.2839053856577042, 'sim_granularity': 0.02941417253440069, 'sim_time': 2.0687882000647417, 'stop_time_buffer': 0.9952447736955974, 'theta_stopped_vel': 0.1079368305854129, 'trans_stopped_vel': 0.06439330418600764, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 2.895770780891392, 'resolution': 0.04020645911309226, 'transform_tolerance': 0.7924394061259703, 'update_frequency': 2.299529667194878, 'cost_scaling_factor': 4.224674581882757, 'inflation_radius': 1.1491928438472854, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
121,48.08,0.14,0.57,1,1,0.87,"{'controller_frequency': 4.744814582169056, 'planner_patience': 6.188448887318373, 'controller_patience': 4.127980422228575, 'conservative_reset_dist': 2.521515190601349, 'acc_lim_theta': 3.5027696371078494, 'acc_lim_trans': 0.2578404299914837, 'acc_lim_x': 1.3825185634195805, 'forward_point_distance': 0.384055789001286, 'goal_distance_bias': 31.794371735304594, 'max_scaling_factor': 0.4037181600928307, 'max_vel_theta': 1.0315405647270381, 'max_vel_trans': 0.5927900006063282, 'max_vel_x': 0.5770881298463791, 'min_vel_theta': 2.0109532177448273, 'min_vel_trans': 0.1604584390297532, 'min_vel_x': -0.08859936380758882, 'occdist_scale': 0.25888539510779085, 'oscillation_reset_angle': 0.4752791188657284, 'path_distance_bias': 37.372460551559925, 'scaling_speed': 0.31638952773064377, 'sim_granularity': 0.03350827943533659, 'sim_time': 1.5871504517272115, 'stop_time_buffer': 0.4994991784915329, 'theta_stopped_vel': 0.06005882043391467, 'trans_stopped_vel': 0.1460731950588524, 'vth_samples': 29, 'vx_samples': 3, 'vy_samples': 11, 'publish_frequency': 4.268094579689205, 'resolution': 0.05508303643204272, 'transform_tolerance': 1.182257013767958, 'update_frequency': 2.068439669907093, 'cost_scaling_factor': 8.132021073251963, 'inflation_radius': 1.2011926610022783, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
122,30.76,0.48,0.56,0,0.8,0.89,"{'controller_frequency': 5.067089222694613, 'planner_patience': 6.674814065552697, 'controller_patience': 5.863925515722526, 'conservative_reset_dist': 1.6999754385118633, 'acc_lim_theta': 3.061703859951414, 'acc_lim_trans': 0.22797453271276272, 'acc_lim_x': 3.475044251586694, 'forward_point_distance': 0.5579918893229159, 'goal_distance_bias': 33.087971859764366, 'max_scaling_factor': 0.2816403143228816, 'max_vel_theta': 1.8360339873497336, 'max_vel_trans': 0.5193753620835084, 'max_vel_x': 0.4908978364261414, 'min_vel_theta': 1.7658900740738317, 'min_vel_trans': 0.18237402772835115, 'min_vel_x': -0.06491278903215736, 'occdist_scale': 0.27922402157023607, 'oscillation_reset_angle': 0.2737367279231082, 'path_distance_bias': 35.34802386267504, 'scaling_speed': 0.2896633161239647, 'sim_granularity': 0.029622220930194045, 'sim_time': 2.145651097015457, 'stop_time_buffer': 0.9637204652560646, 'theta_stopped_vel': 0.10729892858723776, 'trans_stopped_vel': 0.06739911486925897, 'vth_samples': 21, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 2.6165910946894817, 'resolution': 0.043498609230511076, 'transform_tolerance': 0.643640712501834, 'update_frequency': 2.332923857569585, 'cost_scaling_factor': 2.995574050423989, 'inflation_radius': 1.298519357458085, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
