Iteration,Energy,Positional_error,Obstacle_distance,Task success,RNS,HV,Parameters
27,48.04,0.18,0.68,1,1,0.87,"{'controller_frequency': 6.130212288349867, 'planner_patience': 5.110418349504471, 'controller_patience': 5.229960806667805, 'conservative_reset_dist': 2.402080822736025, 'acc_lim_theta': 3.602560008596629, 'acc_lim_trans': 0.3140143658965826, 'acc_lim_x': 3.915911540389061, 'forward_point_distance': 0.48964206166565416, 'goal_distance_bias': 33.22181696537882, 'max_scaling_factor': 0.46272815316915517, 'max_vel_theta': 1.7928292797878385, 'max_vel_trans': 0.5100301799364388, 'max_vel_x': 0.47318840674124657, 'min_vel_theta': 2.415164574980736, 'min_vel_trans': 0.131908767670393, 'min_vel_x': -0.18016349645331503, 'occdist_scale': 0.1500983338803053, 'oscillation_reset_angle': 0.16245104633271695, 'path_distance_bias': 16.86727698892355, 'scaling_speed': 0.1914321070536971, 'sim_granularity': 0.04141425917856395, 'sim_time': 3.411589791998267, 'stop_time_buffer': 1.0866763215512036, 'theta_stopped_vel': 0.05916961906477809, 'trans_stopped_vel': 0.08648899979889393, 'vth_samples': 23, 'vx_samples': 10, 'vy_samples': 10, 'publish_frequency': 4.613779349252582, 'resolution': 0.02810539845377207, 'transform_tolerance': 0.8377802779898047, 'update_frequency': 2.6339825093746185, 'cost_scaling_factor': 8.164280868135393, 'inflation_radius': 1.405294494330883, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
28,64.12,0.17,0.53,1,1,0.83,"{'controller_frequency': 4.241627909243107, 'planner_patience': 3.478438537567854, 'controller_patience': 6.087475750595331, 'conservative_reset_dist': 4.9424867406487465, 'acc_lim_theta': 4.44133083736524, 'acc_lim_trans': 0.4701058495789766, 'acc_lim_x': 1.556835349649191, 'forward_point_distance': 0.7139341765083372, 'goal_distance_bias': 33.34243689663708, 'max_scaling_factor': 0.30319433100521564, 'max_vel_theta': 0.9941460839472711, 'max_vel_trans': 0.6904428232926876, 'max_vel_x': 0.4222599119413644, 'min_vel_theta': 1.949792170431465, 'min_vel_trans': 0.11728409444913268, 'min_vel_x': -0.2207949268631637, 'occdist_scale': 0.07115861126221718, 'oscillation_reset_angle': 0.11547212861478329, 'path_distance_bias': 19.542069621384144, 'scaling_speed': 0.30805252492427826, 'sim_granularity': 0.03915610687807202, 'sim_time': 2.359021228738129, 'stop_time_buffer': 1.181084874458611, 'theta_stopped_vel': 0.05571066578850151, 'trans_stopped_vel': 0.05533690601587296, 'vth_samples': 24, 'vx_samples': 9, 'vy_samples': 1, 'publish_frequency': 4.5152422869578, 'resolution': 0.10726231507956982, 'transform_tolerance': 0.5001069989055396, 'update_frequency': 3.534477827139199, 'cost_scaling_factor': 3.6473047472536564, 'inflation_radius': 0.5252554100006819, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
29,32,0.18,0.66,1,1,0.91,"{'controller_frequency': 6.729643076658249, 'planner_patience': 6.8082101084291935, 'controller_patience': 3.3952438682317734, 'conservative_reset_dist': 1.9249810501933098, 'acc_lim_theta': 5.048245281912386, 'acc_lim_trans': 0.2231723353266716, 'acc_lim_x': 2.7052511870861053, 'forward_point_distance': 0.47449832493439315, 'goal_distance_bias': 23.700872263871133, 'max_scaling_factor': 0.2636298671364784, 'max_vel_theta': 0.70111392904073, 'max_vel_trans': 0.6840012108441442, 'max_vel_x': 0.4679760946892202, 'min_vel_theta': 2.1058397255837917, 'min_vel_trans': 0.17064598444849255, 'min_vel_x': -0.04113845983520148, 'occdist_scale': 0.08177506402134896, 'oscillation_reset_angle': 0.3823158156126738, 'path_distance_bias': 23.038981072604656, 'scaling_speed': 0.3175611972808838, 'sim_granularity': 0.030805257204920052, 'sim_time': 1.2771395295858383, 'stop_time_buffer': 0.2649301206693053, 'theta_stopped_vel': 0.06173880584537983, 'trans_stopped_vel': 0.05557684898376465, 'vth_samples': 20, 'vx_samples': 10, 'vy_samples': 11, 'publish_frequency': 2.964682349935174, 'resolution': 0.058164067156612875, 'transform_tolerance': 0.22785415556281807, 'update_frequency': 5.165221871808171, 'cost_scaling_factor': 10.300550911575556, 'inflation_radius': 0.745026496052742, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
30,46.92,0.16,0.4,1,1,0.87,"{'controller_frequency': 5.094710737466812, 'planner_patience': 4.357037350535393, 'controller_patience': 3.911200273782015, 'conservative_reset_dist': 3.5341939218342304, 'acc_lim_theta': 1.8034606423228978, 'acc_lim_trans': 0.4924196247011423, 'acc_lim_x': 1.4038803838193417, 'forward_point_distance': 0.5870727737434208, 'goal_distance_bias': 35.8229648321867, 'max_scaling_factor': 0.17726332359015942, 'max_vel_theta': 0.6737920469604433, 'max_vel_trans': 0.644751848699525, 'max_vel_x': 0.741525967977941, 'min_vel_theta': 2.6677573481574655, 'min_vel_trans': 0.18428346682339908, 'min_vel_x': -0.09929430680349469, 'occdist_scale': 0.2167451987974346, 'oscillation_reset_angle': 0.2821808397769928, 'path_distance_bias': 49.1639693826437, 'scaling_speed': 0.15117319393903017, 'sim_granularity': 0.03492086769081652, 'sim_time': 1.2870294153690338, 'stop_time_buffer': 0.18238358590751885, 'theta_stopped_vel': 0.12580915503203868, 'trans_stopped_vel': 0.12299759443849324, 'vth_samples': 15, 'vx_samples': 4, 'vy_samples': 6, 'publish_frequency': 5.920880836434662, 'resolution': 0.08757113832980395, 'transform_tolerance': 0.24151279702782633, 'update_frequency': 3.8048217156901956, 'cost_scaling_factor': 11.84910504706204, 'inflation_radius': 1.0877294205129147, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
31,100.52,2.34,0.4,0,0.4,0.63,"{'controller_frequency': 5.261780329048634, 'planner_patience': 4.188843626528978, 'controller_patience': 4.8700015395879745, 'conservative_reset_dist': 4.297798722982407, 'acc_lim_theta': 4.907039687875658, 'acc_lim_trans': 0.25080674290657046, 'acc_lim_x': 1.4244598150253296, 'forward_point_distance': 0.49388046925887463, 'goal_distance_bias': 23.075296161696315, 'max_scaling_factor': 0.4608819574117661, 'max_vel_theta': 1.547043418046087, 'max_vel_trans': 0.5909364806022495, 'max_vel_x': 0.39901692965067925, 'min_vel_theta': 2.831004819832742, 'min_vel_trans': 0.10555007196962835, 'min_vel_x': -0.29529247982427476, 'occdist_scale': 0.1306844090577215, 'oscillation_reset_angle': 0.4871928136795759, 'path_distance_bias': 26.818815805017948, 'scaling_speed': 0.2853329604491591, 'sim_granularity': 0.023431793712079527, 'sim_time': 0.6026424337178469, 'stop_time_buffer': 0.10918826181441546, 'theta_stopped_vel': 0.10337812323123216, 'trans_stopped_vel': 0.08512907847762108, 'vth_samples': 30, 'vx_samples': 6, 'vy_samples': 13, 'publish_frequency': 1.5662773502990603, 'resolution': 0.04353745874017477, 'transform_tolerance': 1.124725234694779, 'update_frequency': 2.14107558503747, 'cost_scaling_factor': 13.632105608470738, 'inflation_radius': 0.7351881802082061, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
32,59.04,0.14,0.59,1,1,0.84,"{'controller_frequency': 5.273303423076868, 'planner_patience': 4.631990898400545, 'controller_patience': 3.2590970396995544, 'conservative_reset_dist': 3.244618132710457, 'acc_lim_theta': 1.6868286143988371, 'acc_lim_trans': 0.19629277586936952, 'acc_lim_x': 2.4877324290573597, 'forward_point_distance': 0.698278203047812, 'goal_distance_bias': 24.145332034677267, 'max_scaling_factor': 0.441595745459199, 'max_vel_theta': 0.6622354364953935, 'max_vel_trans': 0.7205269707832486, 'max_vel_x': 0.34453363912180063, 'min_vel_theta': 2.4629598897881806, 'min_vel_trans': 0.15828995611518623, 'min_vel_x': -0.2413170676678419, 'occdist_scale': 0.3230868561193347, 'oscillation_reset_angle': 0.2742074582725763, 'path_distance_bias': 46.003083884716034, 'scaling_speed': 0.17993669137358664, 'sim_granularity': 0.0254170692153275, 'sim_time': 1.7376256603747606, 'stop_time_buffer': 0.5394684234634042, 'theta_stopped_vel': 0.1441592232324183, 'trans_stopped_vel': 0.099339934065938, 'vth_samples': 17, 'vx_samples': 6, 'vy_samples': 7, 'publish_frequency': 1.056263953447342, 'resolution': 0.11626947449520231, 'transform_tolerance': 0.8811821665614843, 'update_frequency': 1.8502653054893017, 'cost_scaling_factor': 19.186215778812766, 'inflation_radius': 0.7859319616109133, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
33,364.08,19.54,0.4,0,0,1000,"{'controller_frequency': 6.227248799055815, 'planner_patience': 4.628991764038801, 'controller_patience': 5.505562484264374, 'conservative_reset_dist': 2.2933300025761127, 'acc_lim_theta': 4.0617170197889205, 'acc_lim_trans': 0.4291724093258381, 'acc_lim_x': 3.9869430661201477, 'forward_point_distance': 0.5294187254272401, 'goal_distance_bias': 25.48876505345106, 'max_scaling_factor': 0.4286171484738589, 'max_vel_theta': 1.5954175423830748, 'max_vel_trans': 0.6071334414649755, 'max_vel_x': 0.6345064141787589, 'min_vel_theta': 2.8620170527137816, 'min_vel_trans': 0.18952670143917205, 'min_vel_x': -0.28195312740281225, 'occdist_scale': 0.06318304724991322, 'oscillation_reset_angle': 0.15411092452704908, 'path_distance_bias': 23.99698529392481, 'scaling_speed': 0.21044525541365144, 'sim_granularity': 0.039046027846634385, 'sim_time': 3.241178293712437, 'stop_time_buffer': 1.4329668806865812, 'theta_stopped_vel': 0.06629497604444623, 'trans_stopped_vel': 0.06359554957598448, 'vth_samples': 11, 'vx_samples': 3, 'vy_samples': 6, 'publish_frequency': 1.264178584329784, 'resolution': 0.04642373763024807, 'transform_tolerance': 0.6829689269885422, 'update_frequency': 2.1490499787032604, 'cost_scaling_factor': 19.466899417340755, 'inflation_radius': 1.4788988661020994, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
34,64.64,2.91,0.84,0,0.4,0.68,"{'controller_frequency': 6.273230686783791, 'planner_patience': 4.636625733226538, 'controller_patience': 6.420371659100056, 'conservative_reset_dist': 3.4260051511228085, 'acc_lim_theta': 4.89827253529802, 'acc_lim_trans': 0.213622872158885, 'acc_lim_x': 3.5433476455509663, 'forward_point_distance': 0.7002937387675047, 'goal_distance_bias': 25.70353297982365, 'max_scaling_factor': 0.2050190158188343, 'max_vel_theta': 0.5698205647058785, 'max_vel_trans': 0.45846802499145267, 'max_vel_x': 0.33758362610824405, 'min_vel_theta': 2.327823182567954, 'min_vel_trans': 0.14557769531384113, 'min_vel_x': -0.17175367036834358, 'occdist_scale': 0.29001176436431714, 'oscillation_reset_angle': 0.4242591310292483, 'path_distance_bias': 23.513393700122833, 'scaling_speed': 0.2526587581261992, 'sim_granularity': 0.040855002757161855, 'sim_time': 2.281437902711332, 'stop_time_buffer': 1.1944254342466594, 'theta_stopped_vel': 0.10604321463033556, 'trans_stopped_vel': 0.09269475303590297, 'vth_samples': 17, 'vx_samples': 5, 'vy_samples': 5, 'publish_frequency': 3.8451816411688924, 'resolution': 0.14542327770963312, 'transform_tolerance': 1.1713550712913274, 'update_frequency': 5.095318550243974, 'cost_scaling_factor': 8.083794609643519, 'inflation_radius': 0.9599197145551444, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
35,50,0.59,0.95,0,0.8,0.84,"{'controller_frequency': 4.460017189383507, 'planner_patience': 5.040267709642649, 'controller_patience': 5.9352223463356495, 'conservative_reset_dist': 2.4484607353806496, 'acc_lim_theta': 3.873394996486604, 'acc_lim_trans': 0.1666213795542717, 'acc_lim_x': 1.63673559948802, 'forward_point_distance': 0.3001852742396295, 'goal_distance_bias': 26.896558827720582, 'max_scaling_factor': 0.1187496967613697, 'max_vel_theta': 1.6725974236615002, 'max_vel_trans': 0.6446465673856437, 'max_vel_x': 0.442369971005246, 'min_vel_theta': 2.900152126327157, 'min_vel_trans': 0.11583382301032544, 'min_vel_x': -0.03243769202381375, 'occdist_scale': 0.28344884901307527, 'oscillation_reset_angle': 0.10444186218082906, 'path_distance_bias': 23.80392584949732, 'scaling_speed': 0.20077935475856065, 'sim_granularity': 0.03279521696269512, 'sim_time': 2.795371012762189, 'stop_time_buffer': 0.2205338653177023, 'theta_stopped_vel': 0.07179844081401825, 'trans_stopped_vel': 0.07495659096166492, 'vth_samples': 19, 'vx_samples': 8, 'vy_samples': 2, 'publish_frequency': 1.1293942052870989, 'resolution': 0.10753458624705672, 'transform_tolerance': 1.7613673005253077, 'update_frequency': 4.954550190828741, 'cost_scaling_factor': 2.5385742066428065, 'inflation_radius': 1.0485740672796964, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
36,49.92,0.2,0.66,1,1,0.86,"{'controller_frequency': 5.247152056545019, 'planner_patience': 3.9437202140688896, 'controller_patience': 3.1597668454051018, 'conservative_reset_dist': 1.7695164754986763, 'acc_lim_theta': 1.8216401875950397, 'acc_lim_trans': 0.14390012770891192, 'acc_lim_x': 1.4973854459822178, 'forward_point_distance': 0.4206582893617451, 'goal_distance_bias': 38.82069604936987, 'max_scaling_factor': 0.21702436581254006, 'max_vel_theta': 1.864409671165049, 'max_vel_trans': 0.5272900419775397, 'max_vel_x': 0.5543316420167684, 'min_vel_theta': 1.586170771624893, 'min_vel_trans': 0.11536830011755228, 'min_vel_x': -0.041253515426069476, 'occdist_scale': 0.43122459813021125, 'oscillation_reset_angle': 0.4840779323130846, 'path_distance_bias': 11.569463349878788, 'scaling_speed': 0.16631176844239234, 'sim_granularity': 0.04403319812379777, 'sim_time': 1.8043087348341942, 'stop_time_buffer': 1.1113418091088534, 'theta_stopped_vel': 0.09047752134501934, 'trans_stopped_vel': 0.05372370881959796, 'vth_samples': 18, 'vx_samples': 8, 'vy_samples': 3, 'publish_frequency': 5.222320006228983, 'resolution': 0.08768023310229182, 'transform_tolerance': 1.4887981828302146, 'update_frequency': 2.622712668031454, 'cost_scaling_factor': 12.721647288650274, 'inflation_radius': 1.184685507416725, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
37,212.4,0.72,0.4,0,0.6,0.45,"{'controller_frequency': 3.103655692189932, 'planner_patience': 4.37152835726738, 'controller_patience': 6.74801866337657, 'conservative_reset_dist': 3.6334405317902565, 'acc_lim_theta': 3.4898018334992233, 'acc_lim_trans': 0.28951486311852936, 'acc_lim_x': 2.331126421689987, 'forward_point_distance': 0.4102420717477798, 'goal_distance_bias': 5.362758310511708, 'max_scaling_factor': 0.4507006652653217, 'max_vel_theta': 0.7703265585005283, 'max_vel_trans': 0.7249022869393229, 'max_vel_x': 0.34349948284216225, 'min_vel_theta': 2.663826583418995, 'min_vel_trans': 0.14762663813307883, 'min_vel_x': -0.2886060247197747, 'occdist_scale': 0.0962518010288477, 'oscillation_reset_angle': 0.42699068672955043, 'path_distance_bias': 33.80968131124973, 'scaling_speed': 0.29803575705736873, 'sim_granularity': 0.023843598905950784, 'sim_time': 1.527419182471931, 'stop_time_buffer': 0.14471950363367797, 'theta_stopped_vel': 0.10290109599009156, 'trans_stopped_vel': 0.05069558881223202, 'vth_samples': 25, 'vx_samples': 6, 'vy_samples': 9, 'publish_frequency': 1.1258783042430878, 'resolution': 0.1412268041074276, 'transform_tolerance': 1.5594607446342708, 'update_frequency': 2.374512417241931, 'cost_scaling_factor': 4.23270174395293, 'inflation_radius': 0.5104674261063338, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
38,24.56,1.44,1.07,0,0.6,0.85,"{'controller_frequency': 6.320209063589573, 'planner_patience': 4.362334169447422, 'controller_patience': 4.461757481098175, 'conservative_reset_dist': 2.426713887602091, 'acc_lim_theta': 1.5051706321537495, 'acc_lim_trans': 0.39456518627703197, 'acc_lim_x': 1.8393292464315891, 'forward_point_distance': 0.4584768190048635, 'goal_distance_bias': 12.490265159867704, 'max_scaling_factor': 0.35391587428748605, 'max_vel_theta': 1.1923789447173476, 'max_vel_trans': 0.5024264832492917, 'max_vel_x': 0.378472117614001, 'min_vel_theta': 1.9574403134174645, 'min_vel_trans': 0.1792486408725381, 'min_vel_x': -0.16518260780721902, 'occdist_scale': 0.2277006148826331, 'oscillation_reset_angle': 0.14323420226573946, 'path_distance_bias': 38.084458857774734, 'scaling_speed': 0.254209316521883, 'sim_granularity': 0.0240722144767642, 'sim_time': 1.7863602945581079, 'stop_time_buffer': 0.6675384180620312, 'theta_stopped_vel': 0.10140844313427805, 'trans_stopped_vel': 0.09668131601065397, 'vth_samples': 21, 'vx_samples': 3, 'vy_samples': 4, 'publish_frequency': 2.191155007109046, 'resolution': 0.11636266864836217, 'transform_tolerance': 1.145990384556353, 'update_frequency': 3.6418604608625174, 'cost_scaling_factor': 8.608997006900609, 'inflation_radius': 0.695340121909976, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
39,42.72,0.16,0.62,1,1,0.88,"{'controller_frequency': 4.851933639496565, 'planner_patience': 6.66600800678134, 'controller_patience': 6.1898859441280365, 'conservative_reset_dist': 1.3926502875983715, 'acc_lim_theta': 2.96374701038003, 'acc_lim_trans': 0.2279393643140793, 'acc_lim_x': 3.246752705425024, 'forward_point_distance': 0.6260746632702648, 'goal_distance_bias': 35.4850949626416, 'max_scaling_factor': 0.2285537712275982, 'max_vel_theta': 1.9690759391523898, 'max_vel_trans': 0.5292694657109678, 'max_vel_x': 0.4922925007995218, 'min_vel_theta': 1.7818413893692195, 'min_vel_trans': 0.1841685219667852, 'min_vel_x': -0.08600017838180066, 'occdist_scale': 0.3154781906399876, 'oscillation_reset_angle': 0.25864053182303903, 'path_distance_bias': 38.37372783571482, 'scaling_speed': 0.2924708312377333, 'sim_granularity': 0.026289906632155177, 'sim_time': 2.2327345637604594, 'stop_time_buffer': 1.0948167052119973, 'theta_stopped_vel': 0.11733768824487924, 'trans_stopped_vel': 0.06051562996581197, 'vth_samples': 22, 'vx_samples': 4, 'vy_samples': 11, 'publish_frequency': 2.8248032964766026, 'resolution': 0.04072461252100766, 'transform_tolerance': 0.6249624187126757, 'update_frequency': 2.1021232465282083, 'cost_scaling_factor': 2.846108451485634, 'inflation_radius': 1.2666296895593405, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
40,41.88,0.61,0.8,0,0.8,0.86,"{'controller_frequency': 5.592980805784464, 'planner_patience': 3.9681128971278667, 'controller_patience': 3.2562043592333794, 'conservative_reset_dist': 3.894112676382065, 'acc_lim_theta': 3.0843909095041457, 'acc_lim_trans': 0.17166795730590823, 'acc_lim_x': 2.4721856378018856, 'forward_point_distance': 0.3863469491712749, 'goal_distance_bias': 28.774899379350245, 'max_scaling_factor': 0.4965897995978594, 'max_vel_theta': 0.760558049660176, 'max_vel_trans': 0.6273942226544023, 'max_vel_x': 0.5858763009309769, 'min_vel_theta': 2.7826577774249017, 'min_vel_trans': 0.14869302939623597, 'min_vel_x': -0.07182785477489234, 'occdist_scale': 0.43002758021466436, 'oscillation_reset_angle': 0.21040097065269947, 'path_distance_bias': 15.60184445232153, 'scaling_speed': 0.20337018761783837, 'sim_granularity': 0.02138584013096988, 'sim_time': 1.1960429288446903, 'stop_time_buffer': 0.34671653863042595, 'theta_stopped_vel': 0.06007384937256575, 'trans_stopped_vel': 0.0792559802532196, 'vth_samples': 26, 'vx_samples': 7, 'vy_samples': 12, 'publish_frequency': 5.916945854201913, 'resolution': 0.12347976852208377, 'transform_tolerance': 1.3046139508485795, 'update_frequency': 5.24561585765332, 'cost_scaling_factor': 7.574368888512254, 'inflation_radius': 0.5270911049097776, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
41,43.36,0.81,0.79,0,0.6,0.84,"{'controller_frequency': 6.6495011784136295, 'planner_patience': 3.3528429828584194, 'controller_patience': 4.17579410597682, 'conservative_reset_dist': 1.2612456157803535, 'acc_lim_theta': 4.727870788238943, 'acc_lim_trans': 0.4667697247117758, 'acc_lim_x': 1.949186734855175, 'forward_point_distance': 0.5047816479578614, 'goal_distance_bias': 13.65125136449933, 'max_scaling_factor': 0.22484540827572347, 'max_vel_theta': 1.827794142998755, 'max_vel_trans': 0.4668011547066271, 'max_vel_x': 0.4509349466767162, 'min_vel_theta': 2.7132848161272705, 'min_vel_trans': 0.10870598666369916, 'min_vel_x': -0.06493343068286778, 'occdist_scale': 0.21342791100032626, 'oscillation_reset_angle': 0.2523442156612873, 'path_distance_bias': 12.30121050029993, 'scaling_speed': 0.18654356766492128, 'sim_granularity': 0.03820373657159507, 'sim_time': 1.372862414456904, 'stop_time_buffer': 0.78364440202713, 'theta_stopped_vel': 0.13211458660662173, 'trans_stopped_vel': 0.10040291445329785, 'vth_samples': 10, 'vx_samples': 10, 'vy_samples': 10, 'publish_frequency': 5.795685070566833, 'resolution': 0.1241305129788816, 'transform_tolerance': 0.8697228090837599, 'update_frequency': 3.4583283299580216, 'cost_scaling_factor': 1.081973109394312, 'inflation_radius': 0.39054846726357934, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
42,81.24,1.62,0.78,0,0.6,0.71,"{'controller_frequency': 5.434631641954184, 'planner_patience': 4.687829248607159, 'controller_patience': 5.278470419347286, 'conservative_reset_dist': 2.511840045452118, 'acc_lim_theta': 2.257018324639648, 'acc_lim_trans': 0.11396391540765763, 'acc_lim_x': 1.1731603741645813, 'forward_point_distance': 0.504615709092468, 'goal_distance_bias': 19.542586808092892, 'max_scaling_factor': 0.1021767407655716, 'max_vel_theta': 1.5666609047912061, 'max_vel_trans': 0.5002203927375376, 'max_vel_x': 0.6518292037770153, 'min_vel_theta': 2.560011046472937, 'min_vel_trans': 0.16947739571332932, 'min_vel_x': -0.17399677969515323, 'occdist_scale': 0.2617285961750895, 'oscillation_reset_angle': 0.4089633215218783, 'path_distance_bias': 22.36821409314871, 'scaling_speed': 0.18966927248984575, 'sim_granularity': 0.04174577283672988, 'sim_time': 1.5323420921340585, 'stop_time_buffer': 0.499492047727108, 'theta_stopped_vel': 0.06590409213677048, 'trans_stopped_vel': 0.0880092996172607, 'vth_samples': 17, 'vx_samples': 6, 'vy_samples': 12, 'publish_frequency': 1.0722322659566998, 'resolution': 0.10729298005811871, 'transform_tolerance': 1.546324696391821, 'update_frequency': 4.751296200789511, 'cost_scaling_factor': 11.708318832330406, 'inflation_radius': 1.4158747259527444, 'planner_frequency': 0.0, 'oscillation_timeout': 5.0, 'oscillation_distance': 0.5, 'acc_lim_y': 0.0, 'angular_sim_granularity': 0.1, 'max_vel_y': 0.0, 'min_vel_y': 0.0, 'oscillation_reset_dist': 0.25, 'twirling_scale': 0, 'xy_goal_tolerance': 0.2, 'yaw_goal_tolerance': 0.1}"
